tion,31021018
atio,17861450
with,13473318
ther,11015639
that,9810330
ment,9670515
from,8978923
ions,7410668
ting,6858871
ding,6535868
ated,6492442
sion,5801815
were,5765445
onal,5741867
ring,5694761
over,5680697
mber,5587151
iona,5427072
ctio,5334948
comp,5277444
hich,5223114
stat,5213813
whic,5202696
nter,5154998
ound,4960761
inte,4899094
form,4879754
here,4833057
part,4770472
othe,4725932
ally,4713318
port,4691457
land,4650203
this,4645246
ical,4536941
also,4469459
ight,4397526
nati,4359023
comm,4356706
ance,4271079
ough,4183758
ence,4148840
tive,4113520
ever,4104515
ture,4058276
ning,4027778
ster,3998829
irst,3989948
firs,3961106
cont,3956777
embe,3942884
pres,3926233
itio,3847845
sing,3802343
nder,3732868
rati,3719362
cent,3690128
vers,3689703
tate,3660680
ount,3627297
afte,3612881
cons,3603900
fter,3560928
heir,3551270
thei,3534786
side,3505623
year,3504051
ents,3499040
play,3495438
ater,3488091
time,3466693
king,3402277
coun,3397645
iver,3394913
stor,3385586
serv,3384985
late,3363341
ecti,3273651
work,3249053
unde,3216531
eral,3200066
enti,3159534
dent,3136842
rica,3068136
they,3063623
lect,3040043
have,3016631
nclu,3003982
clud,2957372
ries,2939152
lati,2922858
unit,2904787
rate,2901875
emen,2891529
incl,2876829
tern,2864956
tati,2842441
ould,2820070
inst,2807069
cial,2798244
name,2784195
reat,2776223
able,2774949
rese,2768258
ates,2750142
alle,2735873
urin,2727523
llow,2713104
spec,2702268
even,2690145
ship,2681448
stri,2666623
scho,2658447
arti,2636582
been,2635785
stan,2608046
sign,2598720
arch,2585752
ered,2579908
ican,2563684
tain,2549097
stra,2544586
lish,2523309
erat,2518602
ersi,2514820
inal,2505981
ctor,2500352
outh,2487091
char,2479797
choo,2478297
tory,2470197
ubli,2460133
cted,2447344
ling,2442389
orth,2432985
acti,2432010
cati,2420916
ente,2389049
ited,2388933
hool,2387987
when,2385243
ased,2384374
some,2379248
rodu,2376505
oduc,2374494
reco,2368223
ange,2362364
publ,2359837
call,2356330
ward,2341396
ters,2336684
istr,2327617
ssio,2318576
cord,2294706
ease,2292657
cond,2282381
ving,2277657
iden,2272524
roug,2267213
econ,2261399
most,2261156
more,2258953
ties,2251041
ears,2243738
eric,2226581
into,2222426
loca,2217616
duri,2213055
high,2203448
prov,2202019
dist,2200326
main,2197211
long,2192846
ined,2168216
ress,2167145
fore,2159163
hous,2154831
roun,2154752
atur,2150525
isto,2148735
nded,2146011
each,2137725
line,2135031
ende,2134521
grou,2130283
elec,2128128
ains,2123733
tric,2117088
vent,2115923
beca,2110839
sent,2107352
amer,2100849
used,2099681
sout,2091704
rent,2078409
mple,2073699
ings,2071999
rman,2071009
wing,2069671
ffic,2067747
cess,2065425
ishe,2064454
nort,2063685
evel,2059043
ract,2054261
ntin,2045803
ince,2043177
meri,2042466
rest,2030178
came,2012971
hing,2009132
ativ,2009051
laye,2001631
arge,1999518
ogra,1998849
know,1997782
west,1994008
city,1991271
riti,1990579
lace,1987986
hist,1987919
coll,1986981
oper,1984737
lled,1983958
thou,1983865
gain,1981475
visi,1981151
stud,1975751
thro,1975567
prod,1970736
chan,1968283
ines,1967922
ason,1962827
cate,1962224
indi,1951346
shed,1939789
only,1923465
east,1922905
ener,1920582
iste,1918415
plac,1900196
poli,1896550
leas,1890312
illi,1889324
star,1888922
thre,1887224
buil,1881838
atin,1881410
olle,1877979
foun,1877406
peci,1876890
earl,1873980
gene,1866731
ouse,1865666
soci,1861160
diti,1856765
wher,1854727
crea,1851738
team,1846761
ilit,1838386
many,1838325
arri,1837658
ompa,1834245
easo,1833555
worl,1825952
orld,1823816
orme,1822830
fere,1819604
icat,1818970
ranc,1813458
tran,1813184
ious,1808580
nive,1800931
seas,1797194
vera,1795456
arly,1794827
nted,1794109
will,1791773
ctiv,1790268
amil,1781185
enta,1761613
ervi,1758217
orma,1752833
stru,1747584
list,1746595
esti,1742782
isio,1731551
then,1730754
ollo,1727060
essi,1726901
well,1723295
film,1719311
sity,1718521
univ,1717423
ball,1716005
eate,1704828
atte,1699887
resi,1698545
lude,1698425
seve,1696568
inis,1693539
lity,1692574
woul,1691086
ecte,1690288
ulat,1689865
rect,1687887
them,1679388
ower,1677631
tabl,1677236
memb,1676354
rive,1676312
orde,1673946
erie,1673569
efor,1668719
nera,1668311
ecor,1667392
game,1667116
appe,1666210
abou,1658201
vide,1658093
pera,1657037
erna,1656184
agai,1654302
ular,1652901
ontr,1652036
nown,1648781
ffer,1646992
renc,1645280
rele,1644253
hrou,1643121
foll,1640311
ween,1636426
muni,1635214
esen,1633846
olog,1633693
twee,1632560
isti,1632016
than,1627132
athe,1626600
nite,1626277
eren,1625810
nist,1621921
rece,1620542
rovi,1615167
fami,1614382
etwe,1613992
betw,1613650
rans,1611492
este,1610554
hree,1610352
blis,1604414
rsit,1601708
ndin,1599558
thes,1594219
nmen,1592604
hile,1590504
mini,1586594
come,1586165
seco,1586006
ustr,1583803
erve,1580527
medi,1579265
thin,1577336
whil,1569785
tori,1568846
bout,1567281
vice,1566214
stin,1560447
oint,1558306
such,1557298
duct,1552854
pula,1548582
entr,1548219
blic,1544425
vern,1540656
itie,1538959
miss,1538440
made,1537714
offi,1536938
ific,1536313
nces,1531784
turn,1530563
area,1530506
tter,1525782
ying,1524502
opul,1522912
owin,1521948
assi,1521564
reas,1520540
town,1519037
trac,1513454
musi,1510076
popu,1500427
base,1500352
mate,1498797
pers,1498217
gree,1496510
entu,1496337
usin,1493107
very,1491137
usic,1490834
ttle,1488913
tral,1488507
road,1487927
elea,1485894
liti,1483025
onsi,1480144
aste,1479925
fina,1479839
uary,1479388
ucti,1474010
chin,1473630
onst,1472882
esid,1471928
truc,1469526
aine,1466784
ocat,1466184
rdin,1465520
ness,1464252
plan,1460796
erma,1460116
tica,1459237
duce,1459165
ming,1448906
vill,1446309
born,1444971
mpan,1443794
roup,1442494
rain,1439755
divi,1436833
show,1435219
ught,1433137
itic,1431395
regi,1430815
ntly,1430401
gove,1430062
ders,1429603
rder,1428563
eing,1427605
ille,1422734
feat,1413097
peri,1413032
umbe,1409548
ital,1408717
ntra,1404355
dire,1402612
irec,1397475
hese,1395498
back,1395403
poin,1393225
utio,1390045
rict,1387790
sist,1383672
rted,1383355
ames,1381817
sted,1380604
band,1375254
siti,1373761
howe,1369156
four,1366949
velo,1365003
mina,1363258
unti,1357284
houg,1354990
seri,1350899
itte,1347665
arte,1347459
ards,1346047
ject,1345629
esta,1344209
issi,1343080
elop,1340277
inat,1337597
ches,1337531
writ,1336912
ocia,1336880
larg,1333917
ecam,1333914
illa,1332912
pear,1330718
udin,1329078
caus,1328475
care,1327298
mati,1326783
ruct,1326322
rela,1326056
radi,1322521
supp,1320833
ived,1316965
deve,1314275
ppea,1311560
mmun,1303116
bein,1300587
asse,1298883
ause,1296599
tant,1295846
ludi,1294393
rist,1292708
move,1292102
ople,1289014
rial,1288215
life,1285634
